x,y,z
-4.616025,-1.926707,1.492731
4.984932,0.069319,1.505240
-4.645661,-1.854365,9.377408
-4.998048,0.054164,10.923163
2.293998,4.429646,10.084406
-3.803836,-3.265159,6.165003
4.410041,-2.356741,5.789052
3.032419,3.988870,9.297193
-4.468504,2.201183,6.330975
-2.468321,-4.359125,14.538837
-4.751967,-1.572589,7.917759
1.613776,4.739777,4.961645
-4.044232,-2.936296,18.518644
5.026386,-0.191028,17.574364
4.281292,-2.609951,7.850475
0.101386,4.992047,14.929884
1.617379,-4.741126,9.115292
-4.268939,2.616394,5.251140
-1.339612,-4.807409,15.531778
-4.218131,-2.661223,7.766492
2.917602,4.049708,11.314861
3.294498,3.744977,17.429086
2.607434,4.277044,1.021008
-2.309468,-4.434816,16.698119
-4.048624,2.905087,18.075915
4.442327,2.281193,14.883122
-2.017552,-4.580209,1.197452
3.830906,-3.220885,17.250819
4.173673,-2.725473,10.637710
0.521714,-4.970879,6.559252
4.597044,-2.038697,14.258561
0.400357,4.991636,1.439139
-2.721137,-4.181528,18.794069
4.917445,-0.808638,4.277865
-4.599457,-1.955284,11.276881
-2.852510,4.121161,0.831936
4.938968,-0.692823,14.676188
-1.629748,4.730598,16.814877
-0.333206,-4.985926,4.253775
-4.932280,0.843892,19.796117
4.763040,-1.482339,2.080075
-1.370369,4.821795,16.924600
-3.181063,-3.847293,11.042314
-1.900949,4.618001,17.401313
-2.881997,-4.088783,7.056987
-4.986229,-0.567303,7.200617
0.827694,4.946541,8.503856
-4.157563,2.767700,17.296280
2.555621,4.307608,0.609869
4.859445,1.153956,6.055561
-4.509198,-2.142001,4.565081
4.510047,-2.162408,15.852451
4.725771,1.656249,5.898990
-3.465235,3.607370,18.097207
-4.733115,-1.691950,11.106338
2.469532,-4.337556,0.811138
4.250346,2.667231,7.953699
4.891375,-0.955323,17.379303
3.839470,-3.188936,9.333870
4.332140,-2.477590,18.633893
3.832524,3.218361,7.708979
-4.264723,-2.586371,16.929490
2.352923,4.420498,1.222694
-1.122564,4.865771,11.758986
0.562164,-4.960741,4.086063
3.887773,3.152689,12.251964
-4.814713,1.319297,0.338228
-4.908571,0.885584,5.838715
2.229737,4.477233,15.074948
3.323268,3.722976,6.128508
2.625238,4.248885,15.232136
-2.037710,4.586154,1.783592
1.169688,-4.864854,3.557421
-0.184224,-4.987491,3.483674
-2.592072,4.300198,8.816951
-2.897136,-4.052281,7.811092
-4.687280,1.718986,8.686359
4.444789,2.263118,16.390344
-2.292549,-4.460954,12.253510
0.235794,5.002313,19.494020
-2.005840,4.586679,10.195605
0.619852,-4.947734,15.948953
-1.538855,4.758511,17.050642
3.839845,-3.226242,12.902604
4.580654,2.022512,16.829285
-2.022022,4.569788,1.232093
-3.461762,3.605358,13.678368
-4.790195,1.413623,7.035511
-4.821739,-1.320036,16.532726
1.728494,-4.709265,8.288148
-1.544181,-4.752384,19.098298
-3.169925,3.867083,8.178598
-2.601759,-4.252576,13.188796
1.082595,-4.878772,11.598694
-4.997805,0.334243,2.963855
-1.269953,4.837812,19.136649
-2.629988,4.266165,16.423335
2.749588,-4.191715,8.329694
-3.461498,3.594672,11.368918
3.768125,3.289723,0.736747
3.988652,-3.043646,9.290141
4.899897,1.017332,1.660736
2.629180,4.250580,5.780167
-1.408502,-4.815588,10.047350
4.701470,-1.682923,3.679113
4.450458,-2.275355,4.620703
4.529153,2.113864,1.465606
5.002501,-0.396622,2.966513
-4.365752,-2.410931,6.639944
-2.396615,-4.378005,7.233454
0.380867,4.988818,6.515759
4.610485,-1.948405,6.997639
4.739150,-1.612509,14.536204
1.213823,4.846203,4.735570
0.995682,4.901018,4.521733
1.134331,4.865932,2.280760
-0.417728,4.979395,6.305556
2.270254,4.455970,7.462141
-4.516161,-2.105695,4.845202
4.414619,2.341769,8.103760
3.906114,3.125502,1.659471
4.668834,-1.843924,8.915432
3.091127,-3.958520,4.962162
-4.676204,1.725590,17.277762
-4.479695,-2.190674,6.789521
